"","...1","id","satellite","satellite_nssdc_id","satellite_operating_agency","sensor","orbit","start_dt","stop_dt","filename","process_dt","process_algorithm","process_algorithm_version","load_dt","temp_kelvin","power","confidence","datetime","age_hours","australian_state","lon","lat","date","obsTime","year"
"206",4403,36553246,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,367,475,7,"2020/11/16 04:07:14+00",16815,"VIC",141.9686,-36.4907,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"207",4404,36553247,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,367,196.2,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9731,-36.4864,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"208",4405,36553248,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,367,475,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9679,-36.487,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"209",4406,36553249,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,367,475,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9628,-36.4876,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"210",4407,36553251,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,341.25,196.2,8,"2020/11/16 04:07:14+00",16815,"VIC",141.9783,-36.4858,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"211",4408,36553253,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,367,248.2,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9621,-36.484,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"212",4409,36553255,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,346.63,248.2,8,"2020/11/16 04:07:14+00",16815,"VIC",141.9673,-36.4834,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"213",4410,36556135,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:14:19+00","J0120201116T040132Z20201116T041419Zhotspots.txt",NA,"AFMOD","6",NA,409.6,253.1,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9671,-36.4964,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"214",4411,36556136,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:14:19+00","J0120201116T040132Z20201116T041419Zhotspots.txt",NA,"AFMOD","6",NA,399.53,199.4,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9567,-36.4977,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"215",4412,36556137,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:14:19+00","J0120201116T040132Z20201116T041419Zhotspots.txt",NA,"AFMOD","6",NA,468.57,784.7,100,"2020/11/16 04:07:14+00",16815,"VIC",141.976,-36.4879,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"216",4413,36556138,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:14:19+00","J0120201116T040132Z20201116T041419Zhotspots.txt",NA,"AFMOD","6",NA,529.8,1899.4,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9657,-36.4891,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"217",4414,36556139,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:14:19+00","J0120201116T040132Z20201116T041419Zhotspots.txt",NA,"AFMOD","6",NA,421.53,327.4,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9554,-36.4904,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"218",4415,36556140,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:14:19+00","J0120201116T040132Z20201116T041419Zhotspots.txt",NA,"AFMOD","6",NA,442.26,494.9,100,"2020/11/16 04:07:14+00",16815,"VIC",141.9643,-36.4819,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"219",4416,36556142,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:01:32+00","2020/11/16 04:14:19+00","J0120201116T040132Z20201116T041419Zhotspots.txt",NA,"AFMOD","6",NA,384.93,139.8,100,"2020/11/16 04:07:14+00",16815,"VIC",141.8789,-36.4773,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"220",4417,36560883,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"MOD14","6.2.1",NA,380.1,693.9,100,"2020/11/16 05:12:08+00",16814,"VIC",141.984,-36.515,2020-11-16,2020-11-16 05:12:08,"2020-2021"
"221",4418,36560884,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"MOD14","6.2.1",NA,358.9,354.7,99,"2020/11/16 05:12:08+00",16814,"VIC",141.952,-36.523,2020-11-16,2020-11-16 05:12:08,"2020-2021"
"222",4419,36560885,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"MOD14","6.2.1",NA,390.7,918.8,100,"2020/11/16 05:12:09+00",16814,"VIC",141.976,-36.515,2020-11-16,2020-11-16 05:12:09,"2020-2021"
"223",4420,36560886,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"MOD14","6.2.1",NA,334.1,117.5,78,"2020/11/16 05:12:09+00",16814,"VIC",141.944,-36.522,2020-11-16,2020-11-16 05:12:09,"2020-2021"
"224",4421,36560887,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"MOD14","6.2.1",NA,344.6,201.5,93,"2020/11/16 05:12:09+00",16814,"VIC",141.966,-36.486,2020-11-16,2020-11-16 05:12:09,"2020-2021"
"225",4422,36560890,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"MOD14","6.2.1",NA,341.4,177.9,91,"2020/11/16 05:12:10+00",16814,"VIC",141.854,-36.466,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"226",4423,36560893,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"MOD14","6.2.1",NA,330.8,106.3,84,"2020/11/16 05:12:10+00",16814,"VIC",141.882,-36.46,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"227",4424,36560894,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"MOD14","6.2.1",NA,336.8,147.9,88,"2020/11/16 05:12:10+00",16814,"VIC",141.85,-36.467,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"228",4425,36561573,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:05:33+00","Npp20201116T044955Z20201116T050533Zhotspots.txt",NA,"AFIMG","6",NA,367,235.7,9,"2020/11/16 04:57:02+00",16815,"VIC",141.8692,-36.455,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"229",4426,36561574,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:05:33+00","Npp20201116T044955Z20201116T050533Zhotspots.txt",NA,"AFIMG","6",NA,367,235.7,9,"2020/11/16 04:57:02+00",16815,"VIC",141.8635,-36.4563,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"230",4427,36562769,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,389.68,196.9,50,"2020/11/16 05:05:54+00",16814,"VIC",141.97,-36.51,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"231",4428,36562770,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,389.68,197.2,50,"2020/11/16 05:05:54+00",16814,"VIC",141.98,-36.51,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"232",4429,36562771,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,379.14,152,50,"2020/11/16 05:05:54+00",16814,"VIC",141.99,-36.51,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"233",4430,36562776,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,389.68,196.9,50,"2020/11/16 05:05:54+00",16814,"VIC",141.97,-36.52,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"234",4431,36562777,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,379.14,151.7,50,"2020/11/16 05:05:54+00",16814,"VIC",141.98,-36.52,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"235",4432,36562778,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:18:18+00","Aqua20201116T050554Z20201116T051818Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,379.14,152,50,"2020/11/16 05:05:54+00",16814,"VIC",141.99,-36.52,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"236",4433,36571784,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/17 04:10:30+00","2020/11/17 04:22:21+00","Aqua20201117T041030Z20201117T042221Zhotspots.txt",NA,"MOD14","6.2.1",NA,353.4,110.8,97,"2020/11/17 04:16:53+00",16791,"VIC",141.001,-37.565,2020-11-17,2020-11-17 04:16:53,"2020-2021"
"237",4434,36572056,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/17 04:10:30+00","2020/11/17 04:29:30+00","Aqua20201117T041030Z20201117T042930Zhotspots.txt",NA,"MOD14","6.2.1",NA,353.4,110.8,97,"2020/11/17 04:16:53+00",16791,"VIC",141.001,-37.565,2020-11-17,2020-11-17 04:16:53,"2020-2021"
"238",4435,36753308,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/02 03:40:14+00","2021/02/02 03:47:10+00","Aqua20210202T034014Z20210202T034710Zhotspots.txt",NA,"MOD14","6.2.1",NA,343,306.1,91,"2021/02/02 03:46:25+00",14992,"VIC",141.148,-36.733,2021-02-02,2021-02-02 03:46:25,"2020-2021"
"239",4436,36753313,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/02 03:40:14+00","2021/02/02 03:47:10+00","Aqua20210202T034014Z20210202T034710Zhotspots.txt",NA,"MOD14","6.2.1",NA,327.7,131.2,78,"2021/02/02 03:46:25+00",14992,"VIC",141.1,-36.735,2021-02-02,2021-02-02 03:46:25,"2020-2021"
"240",4437,36753314,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/02 03:40:14+00","2021/02/02 03:47:10+00","Aqua20210202T034014Z20210202T034710Zhotspots.txt",NA,"MOD14","6.2.1",NA,348,381.7,94,"2021/02/02 03:46:26+00",14992,"VIC",141.14,-36.73,2021-02-02,2021-02-02 03:46:26,"2020-2021"
"241",4438,36755185,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/02 03:40:14+00","2021/02/02 03:56:45+00","Aqua20210202T034014Z20210202T035645Zhotspots.txt",NA,"MOD14","6.2.1",NA,343,306.1,91,"2021/02/02 03:46:26+00",14992,"VIC",141.148,-36.733,2021-02-02,2021-02-02 03:46:26,"2020-2021"
"242",4439,36755186,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/02 03:40:14+00","2021/02/02 03:56:45+00","Aqua20210202T034014Z20210202T035645Zhotspots.txt",NA,"MOD14","6.2.1",NA,327.7,131.2,78,"2021/02/02 03:46:26+00",14992,"VIC",141.1,-36.735,2021-02-02,2021-02-02 03:46:26,"2020-2021"
"243",4440,36755187,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/02 03:40:14+00","2021/02/02 03:56:45+00","Aqua20210202T034014Z20210202T035645Zhotspots.txt",NA,"MOD14","6.2.1",NA,348,381.7,94,"2021/02/02 03:46:26+00",14992,"VIC",141.14,-36.73,2021-02-02,2021-02-02 03:46:26,"2020-2021"
"244",4441,36756284,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48021,"2021/02/02 03:46:30+00","2021/02/02 04:07:48+00","Npp20210202T034630Z20210202T040748Zhotspots.txt",NA,"AFIMG","6",NA,343.13,187.3,8,"2021/02/02 03:53:37+00",14992,"VIC",141.1483,-36.7304,2021-02-02,2021-02-02 03:53:37,"2020-2021"
"245",4442,36756285,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48021,"2021/02/02 03:46:30+00","2021/02/02 04:07:48+00","Npp20210202T034630Z20210202T040748Zhotspots.txt",NA,"AFIMG","6",NA,356.86,187.3,7,"2021/02/02 03:53:37+00",14992,"VIC",141.1429,-36.7309,2021-02-02,2021-02-02 03:53:37,"2020-2021"
"246",4443,36756286,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48021,"2021/02/02 03:46:30+00","2021/02/02 04:07:48+00","Npp20210202T034630Z20210202T040748Zhotspots.txt",NA,"AFIMG","6",NA,348.07,187.3,8,"2021/02/02 03:53:37+00",14992,"VIC",141.1478,-36.726,2021-02-02,2021-02-02 03:53:37,"2020-2021"
"247",4444,36756287,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48021,"2021/02/02 03:46:30+00","2021/02/02 04:07:48+00","Npp20210202T034630Z20210202T040748Zhotspots.txt",NA,"AFIMG","6",NA,367,187.3,7,"2021/02/02 03:53:37+00",14992,"VIC",141.1423,-36.7264,2021-02-02,2021-02-02 03:53:37,"2020-2021"
"248",4445,36756288,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48021,"2021/02/02 03:46:30+00","2021/02/02 04:07:48+00","Npp20210202T034630Z20210202T040748Zhotspots.txt",NA,"AFIMG","6",NA,367,221,9,"2021/02/02 03:53:37+00",14992,"VIC",141.1417,-36.7219,2021-02-02,2021-02-02 03:53:37,"2020-2021"
"249",4446,36756289,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48021,"2021/02/02 03:46:30+00","2021/02/02 04:07:48+00","Npp20210202T034630Z20210202T040748Zhotspots.txt",NA,"AFIMG","6",NA,347.47,221,8,"2021/02/02 03:53:37+00",14992,"VIC",141.1472,-36.7215,2021-02-02,2021-02-02 03:53:37,"2020-2021"
"250",4447,36756373,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48021,"2021/02/02 03:49:21+00","2021/02/02 04:07:48+00","Npp20210202T034921Z20210202T040748Zhotspots.txt",NA,"AFMOD","6",NA,452.14,750.3,100,"2021/02/02 03:53:37+00",14992,"VIC",141.1453,-36.7284,2021-02-02,2021-02-02 03:53:37,"2020-2021"
"251",4448,36756374,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48021,"2021/02/02 03:49:21+00","2021/02/02 04:07:48+00","Npp20210202T034921Z20210202T040748Zhotspots.txt",NA,"AFMOD","6",NA,381.29,162,100,"2021/02/02 03:53:37+00",14992,"VIC",141.1344,-36.7294,2021-02-02,2021-02-02 03:53:37,"2020-2021"
"252",4449,36756375,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48021,"2021/02/02 03:49:21+00","2021/02/02 04:07:48+00","Npp20210202T034921Z20210202T040748Zhotspots.txt",NA,"AFMOD","6",NA,424.34,442.3,100,"2021/02/02 03:53:37+00",14992,"VIC",141.1441,-36.7195,2021-02-02,2021-02-02 03:53:37,"2020-2021"
"253",4635,36999219,"NOAA 20","2017-073A","NOAA","VIIRS",16965,"2021/02/26 03:47:33+00","2021/02/26 04:01:46+00","J0120210226T034733Z20210226T040146Zhotspots.txt",NA,"AFIMG","6",NA,349.23,123.8,8,"2021/02/26 03:54:40+00",14368,"VIC",141.7784,-35.8812,2021-02-26,2021-02-26 03:54:40,"2020-2021"
"254",4636,36999509,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48362,"2021/02/26 04:37:21+00","2021/02/26 04:51:32+00","Npp20210226T043721Z20210226T045132Zhotspots.txt",NA,"AFMOD","6",NA,378.12,146.6,100,"2021/02/26 04:44:27+00",14367,"VIC",141.7965,-35.8853,2021-02-26,2021-02-26 04:44:27,"2020-2021"
"255",4637,36999510,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48362,"2021/02/26 04:37:21+00","2021/02/26 04:51:32+00","Npp20210226T043721Z20210226T045132Zhotspots.txt",NA,"AFMOD","6",NA,380.7,157.4,100,"2021/02/26 04:44:27+00",14367,"VIC",141.7844,-35.8877,2021-02-26,2021-02-26 04:44:27,"2020-2021"
"256",4638,36999513,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48362,"2021/02/26 04:37:21+00","2021/02/26 04:51:32+00","Npp20210226T043721Z20210226T045132Zhotspots.txt",NA,"AFMOD","6",NA,373.6,128.5,100,"2021/02/26 04:44:27+00",14367,"VIC",141.7878,-35.884,2021-02-26,2021-02-26 04:44:27,"2020-2021"
"257",4639,36999557,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48362,"2021/02/26 04:37:21+00","2021/02/26 04:51:32+00","Npp20210226T043721Z20210226T045132Zhotspots.txt",NA,"AFIMG","6",NA,367,147.4,7,"2021/02/26 04:44:27+00",14367,"VIC",141.794,-35.8878,2021-02-26,2021-02-26 04:44:27,"2020-2021"
"258",4640,36999757,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48362,"2021/02/26 04:37:21+00","2021/02/26 04:58:39+00","Npp20210226T043721Z20210226T045839Zhotspots.txt",NA,"AFIMG","6",NA,367,147.4,7,"2021/02/26 04:44:27+00",14367,"VIC",141.794,-35.8878,2021-02-26,2021-02-26 04:44:27,"2020-2021"
"259",4697,37018030,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48391,"2021/02/28 04:00:55+00","2021/02/28 04:13:43+00","Npp20210228T040055Z20210228T041343Zhotspots.txt",NA,"AFMOD","6",NA,406.63,196.5,100,"2021/02/28 04:06:37+00",14319,"VIC",144.42,-37.4428,2021-02-28,2021-02-28 04:06:37,"2020-2021"
"260",4698,37018112,"AQUA","2002-022A","NASA","MODIS",NA,"2021/02/28 04:16:56+00","2021/02/28 04:33:13+00","Aqua20210228T041656Z20210228T043313Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,366.25,110.1,50,"2021/02/28 04:16:56+00",14319,"VIC",144.401,-37.431,2021-02-28,2021-02-28 04:16:56,"2020-2021"
"261",4699,37018113,"AQUA","2002-022A","NASA","MODIS",NA,"2021/02/28 04:16:56+00","2021/02/28 04:33:13+00","Aqua20210228T041656Z20210228T043313Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,366.25,110,50,"2021/02/28 04:16:56+00",14319,"VIC",144.411,-37.431,2021-02-28,2021-02-28 04:16:56,"2020-2021"
"262",4700,37018119,"AQUA","2002-022A","NASA","MODIS",NA,"2021/02/28 04:16:56+00","2021/02/28 04:33:13+00","Aqua20210228T041656Z20210228T043313Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,388.86,196.8,50,"2021/02/28 04:16:56+00",14319,"VIC",144.421,-37.451,2021-02-28,2021-02-28 04:16:56,"2020-2021"
"263",4701,37018268,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/28 04:16:56+00","2021/02/28 04:35:51+00","Aqua20210228T041656Z20210228T043551Zhotspots.txt",NA,"MOD14","6.2.1",NA,358.6,121.7,99,"2021/02/28 04:22:55+00",14319,"VIC",148.969,-37.183,2021-02-28,2021-02-28 04:22:55,"2020-2021"
"264",4702,37018276,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/28 04:16:56+00","2021/02/28 04:35:51+00","Aqua20210228T041656Z20210228T043551Zhotspots.txt",NA,"MOD14","6.2.1",NA,389.9,192.7,100,"2021/02/28 04:23:03+00",14319,"VIC",144.421,-37.446,2021-02-28,2021-02-28 04:23:03,"2020-2021"
"265",4703,37018282,"AQUA","2002-022A","NASA","MODIS",-1,"2021/02/28 04:16:56+00","2021/02/28 04:35:51+00","Aqua20210228T041656Z20210228T043551Zhotspots.txt",NA,"MOD14","6.2.1",NA,367.2,102.6,100,"2021/02/28 04:23:03+00",14319,"VIC",144.406,-37.429,2021-02-28,2021-02-28 04:23:03,"2020-2021"
"266",4704,37018330,"AQUA","2002-022A","NASA","MODIS",NA,"2021/02/28 04:16:56+00","2021/02/28 04:35:51+00","Aqua20210228T041656Z20210228T043551Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,366.25,110.1,50,"2021/02/28 04:16:56+00",14319,"VIC",144.401,-37.431,2021-02-28,2021-02-28 04:16:56,"2020-2021"
"267",4705,37018331,"AQUA","2002-022A","NASA","MODIS",NA,"2021/02/28 04:16:56+00","2021/02/28 04:35:51+00","Aqua20210228T041656Z20210228T043551Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,366.25,110,50,"2021/02/28 04:16:56+00",14319,"VIC",144.411,-37.431,2021-02-28,2021-02-28 04:16:56,"2020-2021"
"268",4706,37018337,"AQUA","2002-022A","NASA","MODIS",NA,"2021/02/28 04:16:56+00","2021/02/28 04:35:51+00","Aqua20210228T041656Z20210228T043551Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,388.86,196.8,50,"2021/02/28 04:16:56+00",14319,"VIC",144.421,-37.451,2021-02-28,2021-02-28 04:16:56,"2020-2021"
"269",4707,37018369,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",48391,"2021/02/28 04:00:55+00","2021/02/28 04:20:48+00","Npp20210228T040055Z20210228T042048Zhotspots.txt",NA,"AFMOD","6",NA,406.63,196.5,100,"2021/02/28 04:06:37+00",14319,"VIC",144.42,-37.4428,2021-02-28,2021-02-28 04:06:37,"2020-2021"
"270",6389,38263561,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",47269,"2020/12/11 03:43:40+00","2020/12/11 03:59:19+00","Npp20201211T034340Z20201211T035919Zhotspots.txt",NA,"AFMOD","6",NA,385.78,183.8,100,"2020/12/11 03:46:31+00",16216,"VIC",143.1152,-38.0272,2020-12-11,2020-12-11 03:46:31,"2020-2021"
"271",6390,38441300,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",47540,"2020/12/30 04:25:18+00","2020/12/30 04:46:38+00","Npp20201230T042518Z20201230T044638Zhotspots.txt",NA,"AFMOD","6",NA,372.72,121,87,"2020/12/30 04:30:59+00",15783,"VIC",144.776,-36.5869,2020-12-30,2020-12-30 04:30:59,"2020-2021"
"272",6391,38668523,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:08:22+00","Npp20201116T044955Z20201116T050822Zhotspots.txt",NA,"AFMOD","6",NA,372.92,144.9,100,"2020/11/16 04:57:02+00",16815,"VIC",141.9694,-36.4819,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"273",6392,38668531,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:08:22+00","Npp20201116T044955Z20201116T050822Zhotspots.txt",NA,"AFMOD","6",NA,370.24,128.1,75,"2020/11/16 04:57:02+00",16815,"VIC",141.8864,-36.4778,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"274",6393,38668534,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:08:22+00","Npp20201116T044955Z20201116T050822Zhotspots.txt",NA,"AFMOD","6",NA,422.15,468.3,100,"2020/11/16 04:57:02+00",16815,"VIC",141.8656,-36.4534,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"275",6394,38672352,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:08:22+00","Npp20201116T044955Z20201116T050822Zhotspots.txt",NA,"AFIMG","6",NA,367,235.7,9,"2020/11/16 04:57:02+00",16815,"VIC",141.8692,-36.455,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"276",6395,38672353,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46915,"2020/11/16 04:49:55+00","2020/11/16 05:08:22+00","Npp20201116T044955Z20201116T050822Zhotspots.txt",NA,"AFIMG","6",NA,367,235.7,9,"2020/11/16 04:57:02+00",16815,"VIC",141.8635,-36.4563,2020-11-16,2020-11-16 04:57:02,"2020-2021"
"277",6396,38679738,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:14:36+00","2020/11/16 03:23:07+00","Npp20201116T031436Z20201116T032307Zhotspots.txt",NA,"AFMOD","6",NA,376.65,348.6,100,"2020/11/16 03:16:02+00",16816,"VIC",141.8685,-36.463,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"278",6397,38679739,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:14:36+00","2020/11/16 03:23:07+00","Npp20201116T031436Z20201116T032307Zhotspots.txt",NA,"AFMOD","6",NA,364.87,250.2,100,"2020/11/16 03:16:02+00",16816,"VIC",141.852,-36.4632,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"279",6398,38679741,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:14:36+00","2020/11/16 03:23:07+00","Npp20201116T031436Z20201116T032307Zhotspots.txt",NA,"AFMOD","6",NA,341.66,115.8,70,"2020/11/16 03:16:02+00",16816,"VIC",141.8774,-36.46,2020-11-16,2020-11-16 03:16:02,"2020-2021"
