"","...1","id","satellite","satellite_nssdc_id","satellite_operating_agency","sensor","orbit","start_dt","stop_dt","filename","process_dt","process_algorithm","process_algorithm_version","load_dt","temp_kelvin","power","confidence","datetime","age_hours","australian_state","lon","lat","date","obsTime","year"
"132",4318,35880721,"NOAA 20","2017-073A","NOAA","VIIRS",15319,"2020/11/02 03:26:19+00","2020/11/02 03:39:06+00","J0120201102T032619Z20201102T033906Zhotspots.txt",NA,"AFMOD","6",NA,375.77,210,100,"2020/11/02 03:29:10+00",17152,"VIC",141.7943,-37.4611,2020-11-02,2020-11-02 03:29:10,"2020-2021"
"133",4319,35880723,"NOAA 20","2017-073A","NOAA","VIIRS",15319,"2020/11/02 03:26:19+00","2020/11/02 03:39:06+00","J0120201102T032619Z20201102T033906Zhotspots.txt",NA,"AFMOD","6",NA,361.34,140.3,100,"2020/11/02 03:29:10+00",17152,"VIC",141.8052,-37.4484,2020-11-02,2020-11-02 03:29:10,"2020-2021"
"134",4320,35880728,"NOAA 20","2017-073A","NOAA","VIIRS",15319,"2020/11/02 03:26:19+00","2020/11/02 03:39:06+00","J0120201102T032619Z20201102T033906Zhotspots.txt",NA,"AFMOD","6",NA,382.03,164.3,100,"2020/11/02 03:29:10+00",17152,"VIC",143.8337,-36.5295,2020-11-02,2020-11-02 03:29:10,"2020-2021"
"135",4321,35882583,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46716,"2020/11/02 04:13:16+00","2020/11/02 04:31:43+00","Npp20201102T041316Z20201102T043143Zhotspots.txt",NA,"AFMOD","6",NA,448.47,438.4,100,"2020/11/02 04:18:56+00",17151,"VIC",141.7996,-37.4625,2020-11-02,2020-11-02 04:18:56,"2020-2021"
"136",4322,35882586,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46716,"2020/11/02 04:13:16+00","2020/11/02 04:31:43+00","Npp20201102T041316Z20201102T043143Zhotspots.txt",NA,"AFMOD","6",NA,408.27,195,100,"2020/11/02 04:18:56+00",17151,"VIC",141.7981,-37.4558,2020-11-02,2020-11-02 04:18:56,"2020-2021"
"137",4323,35886039,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46716,"2020/11/02 04:13:16+00","2020/11/02 04:31:43+00","Npp20201102T041316Z20201102T043143Zhotspots.txt",NA,"AFIMG","6",NA,367,146,9,"2020/11/02 04:18:56+00",17151,"VIC",141.7977,-37.4645,2020-11-02,2020-11-02 04:18:56,"2020-2021"
"138",4324,35886041,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46716,"2020/11/02 04:13:16+00","2020/11/02 04:31:43+00","Npp20201102T041316Z20201102T043143Zhotspots.txt",NA,"AFIMG","6",NA,367,146,9,"2020/11/02 04:18:56+00",17151,"VIC",141.797,-37.4611,2020-11-02,2020-11-02 04:18:56,"2020-2021"
"139",4325,35886042,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46716,"2020/11/02 04:13:16+00","2020/11/02 04:31:43+00","Npp20201102T041316Z20201102T043143Zhotspots.txt",NA,"AFIMG","6",NA,367,146,7,"2020/11/02 04:18:56+00",17151,"VIC",141.8014,-37.4605,2020-11-02,2020-11-02 04:18:56,"2020-2021"
"140",4326,35924750,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/02 00:33:54+00","2020/11/02 00:51:15+00","Terra20201102T003354Z20201102T005115Zhotspots.txt",NA,"MOD14","6.2.1",NA,420.6,430.7,100,"2020/11/02 00:45:22+00",17155,"VIC",141.813,-37.444,2020-11-02,2020-11-02 00:45:22,"2020-2021"
"141",4327,35924752,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/02 00:33:54+00","2020/11/02 00:51:15+00","Terra20201102T003354Z20201102T005115Zhotspots.txt",NA,"MOD14","6.2.1",NA,383.5,176.1,100,"2020/11/02 00:45:22+00",17155,"VIC",141.799,-37.451,2020-11-02,2020-11-02 00:45:22,"2020-2021"
"142",4328,35924754,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/02 00:33:54+00","2020/11/02 00:51:15+00","Terra20201102T003354Z20201102T005115Zhotspots.txt",NA,"MOD14","6.2.1",NA,405,302.7,100,"2020/11/02 00:45:22+00",17155,"VIC",141.797,-37.461,2020-11-02,2020-11-02 00:45:22,"2020-2021"
"143",4340,36327311,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",47540,"2020/12/30 04:25:18+00","2020/12/30 04:40:56+00","Npp20201230T042518Z20201230T044056Zhotspots.txt",NA,"AFMOD","6",NA,372.72,121,87,"2020/12/30 04:30:59+00",15783,"VIC",144.776,-36.5869,2020-12-30,2020-12-30 04:30:59,"2020-2021"
"144",4341,36464101,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"MOD14","6.2.1",NA,380.1,693.9,100,"2020/11/16 05:12:10+00",16814,"VIC",141.984,-36.515,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"145",4342,36464102,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"MOD14","6.2.1",NA,358.9,354.7,99,"2020/11/16 05:12:10+00",16814,"VIC",141.952,-36.523,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"146",4343,36464103,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"MOD14","6.2.1",NA,390.7,918.8,100,"2020/11/16 05:12:10+00",16814,"VIC",141.976,-36.515,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"147",4344,36464104,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"MOD14","6.2.1",NA,334.1,117.5,78,"2020/11/16 05:12:10+00",16814,"VIC",141.944,-36.522,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"148",4345,36464105,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"MOD14","6.2.1",NA,344.6,201.5,93,"2020/11/16 05:12:10+00",16814,"VIC",141.966,-36.486,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"149",4346,36464108,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"MOD14","6.2.1",NA,341.4,177.9,91,"2020/11/16 05:12:11+00",16814,"VIC",141.854,-36.466,2020-11-16,2020-11-16 05:12:11,"2020-2021"
"150",4347,36464111,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"MOD14","6.2.1",NA,330.8,106.3,84,"2020/11/16 05:12:11+00",16814,"VIC",141.882,-36.46,2020-11-16,2020-11-16 05:12:11,"2020-2021"
"151",4348,36464112,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"MOD14","6.2.1",NA,336.8,147.9,88,"2020/11/16 05:12:11+00",16814,"VIC",141.85,-36.467,2020-11-16,2020-11-16 05:12:11,"2020-2021"
"152",4349,36486493,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"MOD14","6.2.1",NA,380.1,693.9,100,"2020/11/16 05:12:08+00",16814,"VIC",141.984,-36.515,2020-11-16,2020-11-16 05:12:08,"2020-2021"
"153",4350,36486494,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"MOD14","6.2.1",NA,358.9,354.7,99,"2020/11/16 05:12:08+00",16814,"VIC",141.952,-36.523,2020-11-16,2020-11-16 05:12:08,"2020-2021"
"154",4351,36486495,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"MOD14","6.2.1",NA,390.7,918.8,100,"2020/11/16 05:12:09+00",16814,"VIC",141.976,-36.515,2020-11-16,2020-11-16 05:12:09,"2020-2021"
"155",4352,36486496,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"MOD14","6.2.1",NA,334.1,117.5,78,"2020/11/16 05:12:09+00",16814,"VIC",141.944,-36.522,2020-11-16,2020-11-16 05:12:09,"2020-2021"
"156",4353,36486497,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"MOD14","6.2.1",NA,344.6,201.5,93,"2020/11/16 05:12:09+00",16814,"VIC",141.966,-36.486,2020-11-16,2020-11-16 05:12:09,"2020-2021"
"157",4354,36486500,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"MOD14","6.2.1",NA,341.4,177.9,91,"2020/11/16 05:12:10+00",16814,"VIC",141.854,-36.466,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"158",4355,36486503,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"MOD14","6.2.1",NA,330.8,106.3,84,"2020/11/16 05:12:10+00",16814,"VIC",141.882,-36.46,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"159",4356,36486504,"AQUA","2002-022A","NASA","MODIS",-1,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"MOD14","6.2.1",NA,336.8,147.9,88,"2020/11/16 05:12:10+00",16814,"VIC",141.85,-36.467,2020-11-16,2020-11-16 05:12:10,"2020-2021"
"160",4357,36489049,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,389.68,196.9,50,"2020/11/16 05:05:54+00",16814,"VIC",141.97,-36.51,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"161",4358,36489050,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,389.68,197.2,50,"2020/11/16 05:05:54+00",16814,"VIC",141.98,-36.51,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"162",4359,36489162,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,379.14,152,50,"2020/11/16 05:05:54+00",16814,"VIC",141.99,-36.51,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"163",4360,36489167,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,389.68,196.9,50,"2020/11/16 05:05:54+00",16814,"VIC",141.97,-36.52,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"164",4361,36489168,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,379.14,151.7,50,"2020/11/16 05:05:54+00",16814,"VIC",141.98,-36.52,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"165",4362,36489169,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:22:16+00","Aqua20201116T050554Z20201116T052216Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,379.14,152,50,"2020/11/16 05:05:54+00",16814,"VIC",141.99,-36.52,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"166",4363,36523146,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,389.68,196.9,50,"2020/11/16 05:05:54+00",16814,"VIC",141.97,-36.51,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"167",4364,36523147,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,389.68,197.2,50,"2020/11/16 05:05:54+00",16814,"VIC",141.98,-36.51,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"168",4365,36523148,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,379.14,152,50,"2020/11/16 05:05:54+00",16814,"VIC",141.99,-36.51,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"169",4366,36523153,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,389.68,196.9,50,"2020/11/16 05:05:54+00",16814,"VIC",141.97,-36.52,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"170",4367,36523154,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,379.14,151.7,50,"2020/11/16 05:05:54+00",16814,"VIC",141.98,-36.52,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"171",4368,36523155,"AQUA","2002-022A","NASA","MODIS",NA,"2020/11/16 05:05:54+00","2020/11/16 05:24:39+00","Aqua20201116T050554Z20201116T052439Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,379.14,152,50,"2020/11/16 05:05:54+00",16814,"VIC",141.99,-36.52,2020-11-16,2020-11-16 05:05:54,"2020-2021"
"172",4369,36532884,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/16 00:46:32+00","2020/11/16 00:59:08+00","Terra20201116T004632Z20201116T005908Zhotspots.txt",NA,"MOD14","6.2.1",NA,409.6,503.5,100,"2020/11/16 00:57:17+00",16819,"VIC",141.851,-36.464,2020-11-16,2020-11-16 00:57:17,"2020-2021"
"173",4370,36532885,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/16 00:46:32+00","2020/11/16 00:59:08+00","Terra20201116T004632Z20201116T005908Zhotspots.txt",NA,"MOD14","6.2.1",NA,386.1,279.7,100,"2020/11/16 00:57:17+00",16819,"VIC",141.867,-36.466,2020-11-16,2020-11-16 00:57:17,"2020-2021"
"174",4371,36533406,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:32+00","2020/11/16 00:59:08+00","Terra20201116T004632Z20201116T005908Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,408.18,299.5,50,"2020/11/16 00:46:32+00",16819,"VIC",141.85,-36.46,2020-11-16,2020-11-16 00:46:32,"2020-2021"
"175",4372,36533407,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:32+00","2020/11/16 00:59:08+00","Terra20201116T004632Z20201116T005908Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,384.64,172.8,50,"2020/11/16 00:46:32+00",16819,"VIC",141.86,-36.46,2020-11-16,2020-11-16 00:46:32,"2020-2021"
"176",4373,36533412,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:32+00","2020/11/16 00:59:08+00","Terra20201116T004632Z20201116T005908Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,384.64,172.8,50,"2020/11/16 00:46:32+00",16819,"VIC",141.86,-36.47,2020-11-16,2020-11-16 00:46:32,"2020-2021"
"177",4374,36533413,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:32+00","2020/11/16 00:59:08+00","Terra20201116T004632Z20201116T005908Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,384.64,172.7,50,"2020/11/16 00:46:32+00",16819,"VIC",141.87,-36.47,2020-11-16,2020-11-16 00:46:32,"2020-2021"
"178",4375,36534013,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/16 00:46:32+00","2020/11/16 01:01:20+00","Terra20201116T004632Z20201116T010120Zhotspots.txt",NA,"MOD14","6.2.1",NA,409.6,503.5,100,"2020/11/16 00:57:18+00",16819,"VIC",141.851,-36.464,2020-11-16,2020-11-16 00:57:18,"2020-2021"
"179",4376,36534014,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/16 00:46:32+00","2020/11/16 01:01:20+00","Terra20201116T004632Z20201116T010120Zhotspots.txt",NA,"MOD14","6.2.1",NA,386.1,279.7,100,"2020/11/16 00:57:18+00",16819,"VIC",141.867,-36.466,2020-11-16,2020-11-16 00:57:18,"2020-2021"
"180",4377,36534610,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/16 00:46:32+00","2020/11/16 01:03:20+00","Terra20201116T004632Z20201116T010320Zhotspots.txt",NA,"MOD14","6.2.1",NA,409.6,503.5,100,"2020/11/16 00:57:17+00",16819,"VIC",141.851,-36.464,2020-11-16,2020-11-16 00:57:17,"2020-2021"
"181",4378,36534611,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/16 00:46:32+00","2020/11/16 01:03:20+00","Terra20201116T004632Z20201116T010320Zhotspots.txt",NA,"MOD14","6.2.1",NA,386.1,279.7,100,"2020/11/16 00:57:17+00",16819,"VIC",141.867,-36.466,2020-11-16,2020-11-16 00:57:17,"2020-2021"
"182",4379,36535393,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:32+00","2020/11/16 01:03:20+00","Terra20201116T004632Z20201116T010320Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,408.18,299.5,50,"2020/11/16 00:46:32+00",16819,"VIC",141.85,-36.46,2020-11-16,2020-11-16 00:46:32,"2020-2021"
"183",4380,36535394,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:32+00","2020/11/16 01:03:20+00","Terra20201116T004632Z20201116T010320Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,384.64,172.8,50,"2020/11/16 00:46:32+00",16819,"VIC",141.86,-36.46,2020-11-16,2020-11-16 00:46:32,"2020-2021"
"184",4381,36535399,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:32+00","2020/11/16 01:03:20+00","Terra20201116T004632Z20201116T010320Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,384.64,172.8,50,"2020/11/16 00:46:32+00",16819,"VIC",141.86,-36.47,2020-11-16,2020-11-16 00:46:32,"2020-2021"
"185",4382,36535400,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:32+00","2020/11/16 01:03:20+00","Terra20201116T004632Z20201116T010320Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,384.64,172.7,50,"2020/11/16 00:46:32+00",16819,"VIC",141.87,-36.47,2020-11-16,2020-11-16 00:46:32,"2020-2021"
"186",4383,36536006,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/16 00:46:03+00","2020/11/16 01:03:20+00","Terra20201116T004603Z20201116T010320Zhotspots.txt",NA,"MOD14","6.2.1",NA,409.6,503.5,100,"2020/11/16 00:57:18+00",16819,"VIC",141.851,-36.464,2020-11-16,2020-11-16 00:57:18,"2020-2021"
"187",4384,36536007,"TERRA","1999-068A","NASA","MODIS",-1,"2020/11/16 00:46:03+00","2020/11/16 01:03:20+00","Terra20201116T004603Z20201116T010320Zhotspots.txt",NA,"MOD14","6.2.1",NA,386.1,279.7,100,"2020/11/16 00:57:18+00",16819,"VIC",141.867,-36.466,2020-11-16,2020-11-16 00:57:18,"2020-2021"
"188",4385,36536422,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:03+00","2020/11/16 01:03:20+00","Terra20201116T004603Z20201116T010320Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,408.18,299.5,50,"2020/11/16 00:46:03+00",16819,"VIC",141.85,-36.46,2020-11-16,2020-11-16 00:46:03,"2020-2021"
"189",4386,36536423,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:03+00","2020/11/16 01:03:20+00","Terra20201116T004603Z20201116T010320Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,384.64,172.8,50,"2020/11/16 00:46:03+00",16819,"VIC",141.86,-36.46,2020-11-16,2020-11-16 00:46:03,"2020-2021"
"190",4387,36536428,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:03+00","2020/11/16 01:03:20+00","Terra20201116T004603Z20201116T010320Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,384.64,172.8,50,"2020/11/16 00:46:03+00",16819,"VIC",141.86,-36.47,2020-11-16,2020-11-16 00:46:03,"2020-2021"
"191",4388,36536429,"TERRA","1999-068A","NASA","MODIS",NA,"2020/11/16 00:46:03+00","2020/11/16 01:03:20+00","Terra20201116T004603Z20201116T010320Zhotspots.txt",NA,"Landgate MODIS daytime","6.2.1",NA,384.64,172.7,50,"2020/11/16 00:46:03+00",16819,"VIC",141.87,-36.47,2020-11-16,2020-11-16 00:46:03,"2020-2021"
"192",4389,36541168,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:23:07+00","Npp20201116T031020Z20201116T032307Zhotspots.txt",NA,"AFIMG","6",NA,339.5,174.9,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8726,-36.4594,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"193",4390,36541169,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:23:07+00","Npp20201116T031020Z20201116T032307Zhotspots.txt",NA,"AFIMG","6",NA,356.93,174.9,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8643,-36.4595,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"194",4391,36541175,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:23:07+00","Npp20201116T031020Z20201116T032307Zhotspots.txt",NA,"AFIMG","6",NA,355.39,165.3,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8568,-36.464,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"195",4392,36541176,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:23:07+00","Npp20201116T031020Z20201116T032307Zhotspots.txt",NA,"AFIMG","6",NA,350.5,120.2,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8732,-36.4565,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"196",4393,36541177,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:23:07+00","Npp20201116T031020Z20201116T032307Zhotspots.txt",NA,"AFIMG","6",NA,349.04,165.3,8,"2020/11/16 03:16:02+00",16816,"VIC",141.8648,-36.4567,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"197",4394,36541179,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:10:20+00","2020/11/16 03:23:07+00","Npp20201116T031020Z20201116T032307Zhotspots.txt",NA,"AFIMG","6",NA,208,165.3,7,"2020/11/16 03:16:02+00",16816,"VIC",141.8566,-36.4568,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"198",4395,36544865,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:14:36+00","2020/11/16 03:28:49+00","Npp20201116T031436Z20201116T032849Zhotspots.txt",NA,"AFMOD","6",NA,376.65,348.6,100,"2020/11/16 03:16:02+00",16816,"VIC",141.8685,-36.463,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"199",4396,36544866,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:14:36+00","2020/11/16 03:28:49+00","Npp20201116T031436Z20201116T032849Zhotspots.txt",NA,"AFMOD","6",NA,364.87,250.2,100,"2020/11/16 03:16:02+00",16816,"VIC",141.852,-36.4632,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"200",4397,36544868,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:14:36+00","2020/11/16 03:28:49+00","Npp20201116T031436Z20201116T032849Zhotspots.txt",NA,"AFMOD","6",NA,341.66,115.8,70,"2020/11/16 03:16:02+00",16816,"VIC",141.8774,-36.46,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"201",4398,36544869,"SUOMI NPP","2011-061A","NASA/NOAA","VIIRS",46914,"2020/11/16 03:14:36+00","2020/11/16 03:28:49+00","Npp20201116T031436Z20201116T032849Zhotspots.txt",NA,"AFMOD","6",NA,390.13,497.4,75,"2020/11/16 03:16:02+00",16816,"VIC",141.8608,-36.4604,2020-11-16,2020-11-16 03:16:02,"2020-2021"
"202",4399,36553238,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,367,203,9,"2020/11/16 04:07:14+00",16815,"VIC",141.959,-36.4955,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"203",4400,36553241,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,367,196.2,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9738,-36.49,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"204",4401,36553242,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,367,475,9,"2020/11/16 04:07:14+00",16815,"VIC",141.9634,-36.4913,2020-11-16,2020-11-16 04:07:14,"2020-2021"
"205",4402,36553244,"NOAA 20","2017-073A","NOAA","VIIRS",15518,"2020/11/16 04:00:07+00","2020/11/16 04:14:19+00","J0120201116T040007Z20201116T041419Zhotspots.txt",NA,"AFIMG","6",NA,348.4,196.2,8,"2020/11/16 04:07:14+00",16815,"VIC",141.979,-36.4894,2020-11-16,2020-11-16 04:07:14,"2020-2021"
